index,title,document_id,modified_time,web_view_link,filename,status,error
15,【寶可夢 Pokopia】每天必做,1tI30KlrrEFxxpDWTCXgkM4moghWk3BkwMjGSEGGisx4,2026-03-07T18:43:24.924Z,https://docs.google.com/document/d/1tI30KlrrEFxxpDWTCXgkM4moghWk3BkwMjGSEGGisx4/edit?usp=drivesdk,0015 - 【寶可夢 Pokopia】每天必做.docx,ok,
16,快速提升舒適度,1Mdws7cB4INlGSZiTEavgrugS53zlNaQoscaNuDYYpBA,2026-03-06T19:52:06.378Z,https://docs.google.com/document/d/1Mdws7cB4INlGSZiTEavgrugS53zlNaQoscaNuDYYpBA/edit?usp=drivesdk,0016 - 快速提升舒適度.docx,ok,
17,【寶可夢 Pokopia】棲息地詳細解析,14__a7BY4kReiocst4-MejNoVBGITP8dcnT1bEL8wm6Y,2026-03-06T19:46:53.192Z,https://docs.google.com/document/d/14__a7BY4kReiocst4-MejNoVBGITP8dcnT1bEL8wm6Y/edit?usp=drivesdk,0017 - 【寶可夢 Pokopia】棲息地詳細解析.docx,ok,
18,第一天必做的 5 件事,1yJ77HXEIwBr6HN2fPxzfyeGr-e_cMVYFs-OuW4InVPo,2026-03-05T00:36:37.918Z,https://docs.google.com/document/d/1yJ77HXEIwBr6HN2fPxzfyeGr-e_cMVYFs-OuW4InVPo/edit?usp=drivesdk,0018 - 第一天必做的 5 件事.docx,ok,
19,【Pokémon Pokopia】,1oUZjek166hrtnx4Dlw78_PHoLLxFtcpY3ONR-G-zu6Y,2026-03-03T09:10:36.268Z,https://docs.google.com/document/d/1oUZjek166hrtnx4Dlw78_PHoLLxFtcpY3ONR-G-zu6Y/edit?usp=drivesdk,0019 - 【Pokémon Pokopia】.docx,ok,
20,《惡靈古堡：安魂曲 Resident Evil Requiem》買前必看 10 件事｜完整文案（玩法向）,1hQQno173HGgfoDCPdKyBr3TW16hke6AwIJHmwmBHyNM,2026-03-02T06:32:34.393Z,https://docs.google.com/document/d/1hQQno173HGgfoDCPdKyBr3TW16hke6AwIJHmwmBHyNM/edit?usp=drivesdk,0020 - 《惡靈古堡：安魂曲 Resident Evil Requiem》買前必看 10 件事｜完整文案（玩法向）.docx,ok,
21,【3月必玩遊戲】10款最新遊戲推薦，有哪些值得期待,1ItuLrMw7i46S9JSjOjn_ChMJ4SK7Zo1qiu0HOPytlYc,2026-03-01T07:18:17.965Z,https://docs.google.com/document/d/1ItuLrMw7i46S9JSjOjn_ChMJ4SK7Zo1qiu0HOPytlYc/edit?usp=drivesdk,0021 - 【3月必玩遊戲】10款最新遊戲推薦，有哪些值得期待.docx,ok,
22,《頻道影片文案生成規範 v2.0》,1kNXLGILandqiDyJ2Lcv83sdMZenGWgi_-8M4ikdmHd0,2026-02-24T18:04:49.015Z,https://docs.google.com/document/d/1kNXLGILandqiDyJ2Lcv83sdMZenGWgi_-8M4ikdmHd0/edit?usp=drivesdk,0022 - 《頻道影片文案生成規範 v2.0》.docx,ok,
23,未命名文件,1-ZE4zLDuG4QBghxXg8913WGtR9HDP_HxBy5e_nH5Xcw,2026-02-23T05:36:54.179Z,https://docs.google.com/document/d/1-ZE4zLDuG4QBghxXg8913WGtR9HDP_HxBy5e_nH5Xcw/edit?usp=drivesdk,0023 - 未命名文件.docx,ok,
24,【黑神話悟空】最強BOSS排名TOP10 🏆 誰才是最難打? 最終BOSS沒進前三?,10P90I4vF3-HTHfTqA0OyC7Y6LvTe00D547muzsgihOY,2026-02-22T09:59:54.708Z,https://docs.google.com/document/d/10P90I4vF3-HTHfTqA0OyC7Y6LvTe00D547muzsgihOY/edit?usp=drivesdk,0024 - 【黑神話悟空】最強BOSS排名TOP10 🏆 誰才是最難打_ 最終BOSS沒進前三_.docx,ok,
25,【黑神話悟空】刷錢,1SBhRoSBpdB0ekDc0-321e_kRAPWLxnIRYtZuXMC5pWw,2026-02-22T09:59:24.641Z,https://docs.google.com/document/d/1SBhRoSBpdB0ekDc0-321e_kRAPWLxnIRYtZuXMC5pWw/edit?usp=drivesdk,0025 - 【黑神話悟空】刷錢.docx,ok,
26,【完全攻略】與瘴氣之手戰鬥的七個技巧,1mxc5lov9pqWUrRdn1OTBERdAaqeLeIilejGcnaVGqpU,2026-02-22T09:58:34.437Z,https://docs.google.com/document/d/1mxc5lov9pqWUrRdn1OTBERdAaqeLeIilejGcnaVGqpU/edit?usp=drivesdk,0026 - 【完全攻略】與瘴氣之手戰鬥的七個技巧.docx,ok,
27,Top5 武器,120l7A6wKHz92hORYuc7C5gqYwlQm-I63nb1jjwFh_GQ,2026-02-22T09:58:17.976Z,https://docs.google.com/document/d/120l7A6wKHz92hORYuc7C5gqYwlQm-I63nb1jjwFh_GQ/edit?usp=drivesdk,0027 - Top5 武器.docx,ok,
28,【最強型態】覺醒發光吧! 大師之劍機制詳細解說 | 薩爾達傳說 : 王國之淚,10b1Wn-c25ekpwIlE9PJMNhrKhnSNvzGJRAU3YP7LrAA,2026-02-22T09:57:58.372Z,https://docs.google.com/document/d/10b1Wn-c25ekpwIlE9PJMNhrKhnSNvzGJRAU3YP7LrAA/edit?usp=drivesdk,0028 - 【最強型態】覺醒發光吧! 大師之劍機制詳細解說 _ 薩爾達傳說 _ 王國之淚.docx,ok,
29,【版本最強流派】無傷劈爛所有BOSS🔥適合新手逃課，學會這一套就能打到通關 《黑神話 : 悟空》,15CJgFewFYUYSshu8DjxiFnz7YzkOuSM9R0gaLbsegrY,2026-02-22T09:57:07.913Z,https://docs.google.com/document/d/15CJgFewFYUYSshu8DjxiFnz7YzkOuSM9R0gaLbsegrY/edit?usp=drivesdk,0029 - 【版本最強流派】無傷劈爛所有BOSS🔥適合新手逃課，學會這一套就能打到通關 《黑神話 _ 悟空》.docx,ok,
30,【掛機刷等】輕鬆又效率練等 | 寶可夢朱紫 | 被動升級 | 超大量經驗值 | 刷等細節 | 遊戲攻略,1yfXp_9HFeEWCyn7LnZvX0F0unkx-QK1SQeRGLIinUCU,2026-02-22T09:54:40.609Z,https://docs.google.com/document/d/1yfXp_9HFeEWCyn7LnZvX0F0unkx-QK1SQeRGLIinUCU/edit?usp=drivesdk,0030 - 【掛機刷等】輕鬆又效率練等 _ 寶可夢朱紫 _ 被動升級 _ 超大量經驗值 _ 刷等細節 _ 遊戲攻略.docx,ok,
31, 【超稀有】Top5 最難入手寶可夢 | 寶可夢朱紫 | 鬃岩狼人 | 一家鼠 | 土龍節節 | 賽富豪 | 怖思壺 | 遊戲攻略,1mLeO4DiPaEcWedR5UwfSyZxO1Qu1UsC9mpEyiVJOVK0,2026-02-22T09:54:21.326Z,https://docs.google.com/document/d/1mLeO4DiPaEcWedR5UwfSyZxO1Qu1UsC9mpEyiVJOVK0/edit?usp=drivesdk,0031 - 【超稀有】Top5 最難入手寶可夢 _ 寶可夢朱紫 _ 鬃岩狼人 _ 一家鼠 _ 土龍節節 _ 賽富豪 _ 怖思壺 _ 遊戲攻略.docx,ok,
32,[SET 16] (16.6) PROJECT PBE Bot Manual,13R6lY0B4VGTWdCBzH_70vqs7-pwyqU23aXIVUGPUywI,2026-02-21T14:00:25.480Z,https://docs.google.com/document/d/13R6lY0B4VGTWdCBzH_70vqs7-pwyqU23aXIVUGPUywI/edit?usp=drivesdk,0032 - [SET 16] (16.6) PROJECT PBE Bot Manual.docx,ok,
33,未命名文件,1ukjI0G8BVoOl1QFUB9mtJ6omeL-0JlLepvU0XPDH6lQ,2026-02-19T22:39:39.381Z,https://docs.google.com/document/d/1ukjI0G8BVoOl1QFUB9mtJ6omeL-0JlLepvU0XPDH6lQ/edit?usp=drivesdk,0033 - 未命名文件.docx,ok,
34,【仁王3】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，超完美開局大幅提升遊戲體驗,1PAAjrmfdHzMEi_C5wpnvSK8mENcFV76bSTRkUWNHIQc,2026-02-13T13:52:43.555Z,https://docs.google.com/document/d/1PAAjrmfdHzMEi_C5wpnvSK8mENcFV76bSTRkUWNHIQc/edit?usp=drivesdk,0034 - 【仁王3】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，超完美開局大幅提升遊戲體驗.docx,ok,
35,【明日方舟 終末地】x 玫玫物語,1hvlx7tOuEv2ww76n7dU8HxS2Jh4Uw_2l1AnIwQnIWq4,2026-02-06T12:22:29.355Z,https://docs.google.com/document/d/1hvlx7tOuEv2ww76n7dU8HxS2Jh4Uw_2l1AnIwQnIWq4/edit?usp=drivesdk,0035 - 【明日方舟 終末地】x 玫玫物語.docx,ok,
36,玫玫,1fUOsrPbPud4SCc08-4fcj4lZDdP0RKASN10c0u8W9Jc,2026-02-06T10:27:14.278Z,https://docs.google.com/document/d/1fUOsrPbPud4SCc08-4fcj4lZDdP0RKASN10c0u8W9Jc/edit?usp=drivesdk,0036 - 玫玫.docx,ok,
37,【GeForce NOW】1月,1SLzJ1eHL6wqq4z5vO8dbX0by8IFqQVfI67ZX56ZuQRI,2026-02-06T09:38:05.771Z,https://docs.google.com/document/d/1SLzJ1eHL6wqq4z5vO8dbX0by8IFqQVfI67ZX56ZuQRI/edit?usp=drivesdk,0037 - 【GeForce NOW】1月.docx,ok,
38,GFN Q3 合作相關注意事項(玫玫物語),137BdznWk-A4EViZA_cZtv-UjEhyvsp2TXJzBykC1rSI,2026-02-05T03:30:22.887Z,https://docs.google.com/document/d/137BdznWk-A4EViZA_cZtv-UjEhyvsp2TXJzBykC1rSI/edit?usp=drivesdk,0038 - GFN Q3 合作相關注意事項(玫玫物語).docx,ok,
39,未命名文件,19vRtriVZQaALHRxTB898gOWSb4qwXrY8yrZo-8zUADI,2026-02-02T09:06:00.986Z,https://docs.google.com/document/d/19vRtriVZQaALHRxTB898gOWSb4qwXrY8yrZo-8zUADI/edit?usp=drivesdk,0039 - 未命名文件.docx,ok,
40,【真・三國無雙 起源】 如何獲得 DLC 最強武器,1k32e-5nLNTGErObdZfjJiy7zALystg-fGCKVSg0Mgso,2026-01-27T12:52:53.916Z,https://docs.google.com/document/d/1k32e-5nLNTGErObdZfjJiy7zALystg-fGCKVSg0Mgso/edit?usp=drivesdk,0040 - 【真・三國無雙 起源】 如何獲得 DLC 最強武器.docx,ok,
41,【真・三國無雙 起源】 switch,1oeydY_VROL1aV0WKZsikKN55awmt6v8LTR8JF72Sisc,2026-01-27T12:39:49.164Z,https://docs.google.com/document/d/1oeydY_VROL1aV0WKZsikKN55awmt6v8LTR8JF72Sisc/edit?usp=drivesdk,0041 - 【真・三國無雙 起源】 switch.docx,ok,
42,GeForce NOW 12月,1weEyET6lmgrSFw61tcRpIipVGNMypznIddvWpMTgiWs,2026-01-27T01:34:38.950Z,https://docs.google.com/document/d/1weEyET6lmgrSFw61tcRpIipVGNMypznIddvWpMTgiWs/edit?usp=drivesdk,0042 - GeForce NOW 12月.docx,ok,
43,中英對照表,1l4qMCoeU6VA20-pZa_Q7OFst9IG6j92F9S8cF3fzWCc,2026-01-25T06:34:37.239Z,https://docs.google.com/document/d/1l4qMCoeU6VA20-pZa_Q7OFst9IG6j92F9S8cF3fzWCc/edit?usp=drivesdk,0043 - 中英對照表.docx,ok,
44,【分析指令｜聯盟戰棋職業直播｜頂尖版本情報解析】,1BvFvUIVExFkKW-QOISDkDKDt5Id1aZcBpbfBXLrjvUc,2026-01-25T06:29:16.655Z,https://docs.google.com/document/d/1BvFvUIVExFkKW-QOISDkDKDt5Id1aZcBpbfBXLrjvUc/edit?usp=drivesdk,0044 - 【分析指令｜聯盟戰棋職業直播｜頂尖版本情報解析】.docx,ok,
45,《真・三國無雙 起源》貼文,1Bauzlrv0gotNkHWjZB2vUN0TKyL9eu0LeVQuNq3jbbI,2026-01-23T01:31:44.181Z,https://docs.google.com/document/d/1Bauzlrv0gotNkHWjZB2vUN0TKyL9eu0LeVQuNq3jbbI/edit?usp=drivesdk,0045 - 《真・三國無雙 起源》貼文.docx,ok,
46,戰棋筆記,1_Rx5yAokX62zdvuQhHDjQVDDWXunxJ3dphwW6K0E4IE,2026-01-22T04:50:24.274Z,https://docs.google.com/document/d/1_Rx5yAokX62zdvuQhHDjQVDDWXunxJ3dphwW6K0E4IE/edit?usp=drivesdk,0046 - 戰棋筆記.docx,ok,
47,【真三國無雙起源】 DLC 夢幻四英傑必玩 5 大重點⭐,10pMfPSk5rEM5aLbMh9vQbIu4fvV9IlQwWQAgqQq0XDI,2026-01-21T12:57:27.233Z,https://docs.google.com/document/d/10pMfPSk5rEM5aLbMh9vQbIu4fvV9IlQwWQAgqQq0XDI/edit?usp=drivesdk,0047 - 【真三國無雙起源】 DLC 夢幻四英傑必玩 5 大重點⭐.docx,ok,
48,心動小鎮 x 玫玫物語,1n1hWKh_5WZd0n5jN4BTU3wjeBt-OGEsqmKDNy4M1I58,2026-01-20T13:41:10.919Z,https://docs.google.com/document/d/1n1hWKh_5WZd0n5jN4BTU3wjeBt-OGEsqmKDNy4M1I58/edit?usp=drivesdk,0048 - 心動小鎮 x 玫玫物語.docx,ok,
49,【真三國無雙 起源】買前十件,1zKD9uasjtj7tGirZ2Kr6hgu-WQekO7p890NXxeqw47E,2026-01-18T06:49:09.787Z,https://docs.google.com/document/d/1zKD9uasjtj7tGirZ2Kr6hgu-WQekO7p890NXxeqw47E/edit?usp=drivesdk,0049 - 【真三國無雙 起源】買前十件.docx,ok,
50,That's up everyone,1sWTpQl9ecxYGefOUmpBCKCM0svk-p3xtoSGlNaRQbsY,2026-01-15T03:59:42.936Z,https://docs.google.com/document/d/1sWTpQl9ecxYGefOUmpBCKCM0svk-p3xtoSGlNaRQbsY/edit?usp=drivesdk,0050 - That's up everyone.docx,ok,
51,心動,1Xng42mlaH0DyJ4Q8_tCllKnrfy1wMkhTPNchaQ1ZD-k,2026-01-12T10:35:55.121Z,https://docs.google.com/document/d/1Xng42mlaH0DyJ4Q8_tCllKnrfy1wMkhTPNchaQ1ZD-k/edit?usp=drivesdk,0051 - 心動.docx,ok,
52,《火炬之光：無限》X 玫玫物語,1YhIbzj_H40wbu8JIvR36HdaKtZ3ExCBgWDxLvfWGyJw,2026-01-12T03:24:13.956Z,https://docs.google.com/document/d/1YhIbzj_H40wbu8JIvR36HdaKtZ3ExCBgWDxLvfWGyJw/edit?usp=drivesdk,0052 - 《火炬之光：無限》X 玫玫物語.docx,ok,
53,【人中之龍8 外傳】買前十件,1qkqpqyIymHHfRUF5pXZekTZ--yO_bjoKI-ZW2kyR93o,2026-01-09T13:57:34.788Z,https://docs.google.com/document/d/1qkqpqyIymHHfRUF5pXZekTZ--yO_bjoKI-ZW2kyR93o/edit?usp=drivesdk,0053 - 【人中之龍8 外傳】買前十件.docx,ok,
54,【2026年遊戲大作推薦】近年來最豪華的一年，每一款都是必玩神作,10d9dmqj6izqP4gXergCzGt6fmZh0gV3KIxw80zYpKlg,2026-01-05T12:12:47.856Z,https://docs.google.com/document/d/10d9dmqj6izqP4gXergCzGt6fmZh0gV3KIxw80zYpKlg/edit?usp=drivesdk,0054 - 【2026年遊戲大作推薦】近年來最豪華的一年，每一款都是必玩神作.docx,ok,
55,Nye ─ 聯盟戰棋S16教學用筆記,1Ymrl6ZlRZsax95o3r09DJRkKl6c1dUaXNVjtDbXMMEs,2025-12-27T15:37:48.130Z,https://docs.google.com/document/d/1Ymrl6ZlRZsax95o3r09DJRkKl6c1dUaXNVjtDbXMMEs/edit?usp=drivesdk,0055 - Nye ─ 聯盟戰棋S16教學用筆記.docx,error,HTTP Error 403: Forbidden
56,【2025必玩】今年度最強的遊戲推薦 TOP10🏆 這 10 款遊戲絕對不能錯過! ,1SWzgoerjVQdk8IJ95LdvTxp-whsR0mRa67sgmCOegv8,2025-12-18T11:07:40.439Z,https://docs.google.com/document/d/1SWzgoerjVQdk8IJ95LdvTxp-whsR0mRa67sgmCOegv8/edit?usp=drivesdk,0056 - 【2025必玩】今年度最強的遊戲推薦 TOP10🏆 這 10 款遊戲絕對不能錯過!.docx,ok,
57,Musicful— 紅人指導手冊,1OyjA19U0McsGA4uA98qk6SIp4jgkiikR6IAWmfLyAHA,2025-12-17T06:11:13.190Z,https://docs.google.com/document/d/1OyjA19U0McsGA4uA98qk6SIp4jgkiikR6IAWmfLyAHA/edit?usp=drivesdk,0057 - Musicful— 紅人指導手冊.docx,ok,
58,未命名文件,1ieh-wsfLLR2Xhjs8XsuDdjlKbDb6Bxgrx-GST1zayow,2025-12-14T15:05:45.454Z,https://docs.google.com/document/d/1ieh-wsfLLR2Xhjs8XsuDdjlKbDb6Bxgrx-GST1zayow/edit?usp=drivesdk,0058 - 未命名文件.docx,ok,
59,【死亡擱淺2】買之前 10件 你需要知道的事情,13KTqiCiSDNMoyisO4xDAaS0AMPBA3xyjz49o8_ih0iA,2025-12-14T15:03:04.820Z,https://docs.google.com/document/d/13KTqiCiSDNMoyisO4xDAaS0AMPBA3xyjz49o8_ih0iA/edit?usp=drivesdk,0059 - 【死亡擱淺2】買之前 10件 你需要知道的事情.docx,ok,
60,【4月最新精選強作】10款遊戲推薦，有哪些值得期待,1dpfFjTCTGqULM9weBCp8xfMgrnXD4N_WDT5ehuxpQqg,2025-12-14T14:55:54.097Z,https://docs.google.com/document/d/1dpfFjTCTGqULM9weBCp8xfMgrnXD4N_WDT5ehuxpQqg/edit?usp=drivesdk,0060 - 【4月最新精選強作】10款遊戲推薦，有哪些值得期待.docx,ok,
61,【寶可夢ZA】DLC 異次元果實速刷攻略,1tt55iNruuKqtNhfuywLuLqZit6kli9OYa_j3vp7gYvU,2025-12-13T17:04:11.267Z,https://docs.google.com/document/d/1tt55iNruuKqtNhfuywLuLqZit6kli9OYa_j3vp7gYvU/edit?usp=drivesdk,0061 - 【寶可夢ZA】DLC 異次元果實速刷攻略.docx,ok,
62,【寶可夢ZA】DLC玩前必看,1vB9VP8Jk3fkd3mnng8BGAiDNeZ7W_FFqIDRB7mnoINY,2025-12-11T13:26:15.677Z,https://docs.google.com/document/d/1vB9VP8Jk3fkd3mnng8BGAiDNeZ7W_FFqIDRB7mnoINY/edit?usp=drivesdk,0062 - 【寶可夢ZA】DLC玩前必看.docx,ok,
63,2025 六都電競聯盟戰棋賽事規章0609,1EQbKjlV1A9Z-n4yUUnTEczfvGrCAaV5sF0mOxKRgoTA,2025-12-02T08:33:21.785Z,https://docs.google.com/document/d/1EQbKjlV1A9Z-n4yUUnTEczfvGrCAaV5sF0mOxKRgoTA/edit?usp=drivesdk,0063 - 2025 六都電競聯盟戰棋賽事規章0609.docx,ok,
64,【12月最新精選強作】10款遊戲推薦，有哪些值得期待,1OQ6DuPAG-vV3FP2Q_A330wr3RElU_TzDS88lx8uc1xM,2025-11-30T21:59:56.015Z,https://docs.google.com/document/d/1OQ6DuPAG-vV3FP2Q_A330wr3RElU_TzDS88lx8uc1xM/edit?usp=drivesdk,0064 - 【12月最新精選強作】10款遊戲推薦，有哪些值得期待.docx,ok,
65,GFN x 玫玫物語 11月,1o0YTJuokZWtfxmg8bSffCtuPPUVde78UFP0btyllbDI,2025-11-29T16:55:09.977Z,https://docs.google.com/document/d/1o0YTJuokZWtfxmg8bSffCtuPPUVde78UFP0btyllbDI/edit?usp=drivesdk,0065 - GFN x 玫玫物語 11月.docx,ok,
66,未命名文件,1r5Y6NJ9Bra4hKJfEJAoCMGVK3c-R9rMK6hYiN5xJZt4,2025-11-28T18:59:01.873Z,https://docs.google.com/document/d/1r5Y6NJ9Bra4hKJfEJAoCMGVK3c-R9rMK6hYiN5xJZt4/edit?usp=drivesdk,0066 - 未命名文件.docx,ok,
67,【歧路旅人0】買之前 10件 你需要知道的事情,1OnGeoRnc7yT0IT8O0MKFpSsaQJ6iHeRxgWwjVk4NbIg,2025-11-27T12:48:25.464Z,https://docs.google.com/document/d/1OnGeoRnc7yT0IT8O0MKFpSsaQJ6iHeRxgWwjVk4NbIg/edit?usp=drivesdk,0067 - 【歧路旅人0】買之前 10件 你需要知道的事情.docx,ok,
68,【決勝時刻：黑色行動7】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗,1kXFSSgF8uHj90j96x9ll8pRwrez6wJG2GLiKLqaovSc,2025-11-22T11:10:07.005Z,https://docs.google.com/document/d/1kXFSSgF8uHj90j96x9ll8pRwrez6wJG2GLiKLqaovSc/edit?usp=drivesdk,0068 - 【決勝時刻：黑色行動7】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗.docx,ok,
69,奇跡武器亡靈拳套獲取,1hzPeIl6jw_v1XDdOKhPhdINcj4bdgpMYl5p-iwqfxGY,2025-11-18T12:24:15.557Z,https://docs.google.com/document/d/1hzPeIl6jw_v1XDdOKhPhdINcj4bdgpMYl5p-iwqfxGY/edit?usp=drivesdk,0069 - 奇跡武器亡靈拳套獲取.docx,ok,
70,【萊莎的鍊金工房 ～秘密三部曲～ DX】,13avFL8eIYE7Hxnn2GAtJ68SgzpCfrFFAB7H0PYZRQJM,2025-11-16T07:45:11.948Z,https://docs.google.com/document/d/13avFL8eIYE7Hxnn2GAtJ68SgzpCfrFFAB7H0PYZRQJM/edit?usp=drivesdk,0070 - 【萊莎的鍊金工房 ～秘密三部曲～ DX】.docx,ok,
71,【鼠托邦】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗,1utyeb3fxHHVYIGa5DG6XkeJpQijGAM8_xp0czsp993w,2025-11-12T13:11:13.739Z,https://docs.google.com/document/d/1utyeb3fxHHVYIGa5DG6XkeJpQijGAM8_xp0czsp993w/edit?usp=drivesdk,0071 - 【鼠托邦】新手開局必看攻略✨前期你需要知道的10個超實用技巧 ，大幅提升遊戲體驗.docx,ok,
